Country Name,Country Code,Region,IncomeGroup,Year,Life Expectancy World Bank,Prevelance of Undernourishment,CO2,Health Expenditure %,Education Expenditure %,Unemployment,Corruption,Sanitation,Injuries,Communicable,NonCommunicable
Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,67.818,14.1,15729.9995422363,3.58612156,4.60902976989746,4.76999998092651,3.5,42.88071215,174316.8,225564.87,707671.86
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2011,,,,,,,,,1774.73,1406.28,12007.56
Mozambique,MOZ,Sub-Saharan Africa,Low income,2011,53.043,21.8,3349.99990463257,5.00311899,6.26040983200073,3.25500011444092,3.0,,887184.64,14069832.25,3715014.37
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,62.799,8.3,2460.00003814697,2.47383666,2.33102011680603,9.85700035095215,2.5,,105277.55,773874.33,453848.47
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,73.2668292682927,4.5,3640.00010490417,4.3078289,3.33207011222839,7.44999980926514,,,31829.07,38303.73,316519.8
Malawi,MWI,Sub-Saharan Africa,Low income,2011,57.161,13.7,930.000007152557,7.49375153,4.1526198387146,5.92000007629395,3.0,21.93948986,408466.55,6554340.48,2183126.5
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,74.683,3.3,202740.005493164,3.31451941,5.76293992996216,3.04999995231628,,69.94101839,741774.17,1140127.71,4600436.42
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,58.085,25.5,3329.99992370605,9.83193302,,19.4559993743896,,,103302.22,609716.27,327053.85
Niger,NER,Sub-Saharan Africa,Low income,2011,58.081,,1409.9999666214,4.87324095,3.07762002944946,0.319999992847443,3.0,12.37990497,606037.05,11255019.58,2455241.41
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,51.346,8.8,95000.0,3.32077932,,3.76999998092651,3.0,25.55433685,4874719.86,94488547.54,26925253.83
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2011,72.692,19.2,4769.99998092651,7.44982004,,6.49599981307983,2.5,,167642.36,255106.61,897868.16
Netherlands,NLD,Europe & Central Asia,High income,2011,81.2048780487805,2.5,158770.004272461,10.23353291,5.46303987503052,4.98000001907349,,97.469611,314695.44,200710.84,3879731.91
Norway,NOR,Europe & Central Asia,High income,2011,81.2951219512195,2.5,39599.9984741211,8.78868103,6.4545202255249,3.21000003814697,,62.27569439,128326.17,58358.76,1127269.46
Nepal,NPL,South Asia,Lower middle income,2011,68.028,8.6,5199.99980926514,4.44234991,3.84261989593506,2.02999997138977,3.0,28.78532019,846442.97,3941513.66,4788783.14
Nauru,NRU,East Asia & Pacific,High income,2011,,,39.9999991059303,9.81177711,,,,,707.03,1181.39,2653.62
New Zealand,NZL,East Asia & Pacific,High income,2011,80.90487804878049,2.5,30290.0009155273,9.51987362,6.93969011306763,6.48999977111816,,80.53025844,159677.51,47376.17,905167.92
Oman,OMN,Middle East & North Africa,High income,2011,75.916,6.8,53619.9989318848,2.54776597,,3.86500000953674,,,169658.34,92379.33,453876.4
Pakistan,PAK,South Asia,Lower middle income,2011,65.562,15.1,141699.996948242,2.34442639,2.22175002098084,0.800000011920929,2.5,,5580436.7,53776234.0,34185086.94
Panama,PAN,Latin America & Caribbean,High income,2011,76.989,9.1,9989.99977111816,6.59314489,3.15900993347168,2.37899994850159,,,127644.06,157962.31,567250.29
Peru,PER,Latin America & Caribbean,Upper middle income,2011,74.697,7.7,48430.0003051758,4.53341627,2.6635000705719,3.48000001907349,,31.71782788,893717.01,1790026.35,4461754.31
Philippines,PHL,East Asia & Pacific,Lower middle income,2011,69.984,12.4,82629.997253418,4.02518606,,3.58999991416931,,50.24239538,2895861.63,9449463.15,17660943.45
Palau,PLW,East Asia & Pacific,Upper middle income,2011,,,209.999993443489,10.81779194,7.53000020980835,,,,1048.9,1117.05,5513.58
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2011,62.316,25.0,5159.99984741211,2.29397798,,2.61999988555908,3.0,,356849.14,1853758.91,1589151.98
Poland,POL,Europe & Central Asia,High income,2011,76.69512195121952,2.5,310589.996337891,6.2400856,4.82496976852417,9.63000011444092,,86.37192487,1558840.13,557907.22,10371410.11
Puerto Rico,PRI,Latin America & Caribbean,High income,2011,78.64065853658536,,,,,15.6999998092651,,32.51412767,137151.82,97228.96,877867.62
Portugal,PRT,Europe & Central Asia,High income,2011,80.47073170731709,2.5,49869.9989318848,9.73071671,5.12333011627197,12.6800003051758,,68.94796515,241678.63,200179.39,2860300.17
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2011,72.86,7.2,5219.99979019165,5.82928896,,4.67000007629395,,53.50459838,209504.19,305293.33,1007985.99
Qatar,QAT,Middle East & North Africa,High income,2011,79.26,,68190.0024414063,1.59996212,4.01223993301392,0.560000002384186,,79.8,72932.38,25612.92,220818.11
Romania,ROU,Europe & Central Asia,High income,2011,74.40975609756099,2.5,84059.9975585938,4.70199966,3.06136989593506,7.17999982833862,,64.31002278,767919.54,458820.19,6353018.64
Rwanda,RWA,Sub-Saharan Africa,Low income,2011,64.523,34.3,680.000007152557,7.90435696,4.38598012924194,1.09899997711182,3.5,,432341.51,2717789.79,1510703.76
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,74.089,5.4,463769.989013672,3.71177721,,5.76999998092651,,48.18768586,1737728.15,704145.48,4303808.3
Sudan,SDN,Sub-Saharan Africa,Low income,2011,63.171,15.5,15920.0000762939,5.61579561,,17.4400005340576,1.5,,1626500.66,6504760.09,6408379.06
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2011,64.898,11.5,7570.00017166138,4.21416569,4.90302991867065,10.3599996566772,3.5,18.32118637,303726.52,3621193.52,1878086.5
Singapore,SGP,East Asia & Pacific,High income,2011,81.7439024390244,,44770.0004577637,3.15792179,3.03077006340027,3.89000010490417,,100.0,86545.47,73235.74,732877.83
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2011,70.985,14.7,349.999994039536,6.01607323,8.12518978118896,1.29700005054474,3.0,,35854.57,101426.83,154455.51
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2011,50.234,24.4,740.000009536743,13.28134346,2.66890001296997,4.29400014877319,3.0,11.65258804,269043.49,3819282.92,1202219.09
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2011,71.449,10.7,6780.00020980835,8.14439964,3.89854001998901,4.30000019073486,,,362842.74,255827.64,1073670.73
San Marino,SMR,Europe & Central Asia,High income,2011,,,,7.3972249,2.70296001434326,,,70.3715,675.69,344.7,7211.83
Somalia,SOM,Sub-Saharan Africa,Low income,2011,54.342,68.7,629.999995231628,,,18.9790000915527,,23.78602649,936363.43,9699173.78,2394501.11
Serbia,SRB,Europe & Central Asia,Upper middle income,2011,74.53658536585367,2.6,51229.9995422363,9.10749245,4.2383599281311,22.9699993133545,,19.38878773,292953.57,136233.92,2951693.11
South Sudan,SSD,Sub-Saharan Africa,Low income,2011,55.325,,1279.99997138977,,0.962890028953552,12.1999998092651,,,445679.95,4903017.03,1315569.64
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2011,67.885,13.5,100.000001490116,6.75577354,8.89109992980957,14.1079998016357,3.5,24.60197624,3659.3,23856.95,27821.03
Suriname,SUR,Latin America & Caribbean,Upper middle income,2011,70.676,7.4,1950.00004768372,4.72143984,,7.53999996185303,,28.20326493,23854.6,39243.92,113579.96
Slovenia,SVN,Europe & Central Asia,High income,2011,79.97073170731709,2.5,15699.9998092651,8.53639603,5.541259765625,8.17000007629395,,50.16903148,90831.5,22613.32,496305.7
Sweden,SWE,Europe & Central Asia,High income,2011,81.80243902439025,2.5,44580.0018310547,10.41646767,6.36691999435425,7.80000019073486,,94.01674339,232986.64,97848.99,2280580.66
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2011,48.141,19.3,660.000026226044,8.46997261,6.86432981491089,25.8110008239746,,,71381.46,606333.78,199356.74
Seychelles,SYC,Sub-Saharan Africa,High income,2011,72.72439024390245,,409.999996423721,4.80053091,3.60644006729126,,,,2802.83,4277.29,20374.78
Chad,TCD,Sub-Saharan Africa,Low income,2011,51.424,26.0,1100.00002384186,3.91046619,2.25789999961853,1.0,2.0,8.966240509,508571.08,8347816.19,1960084.81
Togo,TGO,Sub-Saharan Africa,Low income,2011,58.092,19.4,2519.99998092651,4.55412006,4.3092999458313,1.98000001907349,2.5,7.550551024,233789.42,2681025.22,995472.41
Thailand,THA,East Asia & Pacific,Upper middle income,2011,74.593,9.0,233600.006103516,3.56825471,4.80555009841919,0.660000026226044,,22.90759893,2788362.99,2625710.21,13235877.17
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2011,69.055,,2559.99994277954,5.85971785,3.93511009216309,10.2410001754761,2.5,,230840.14,826442.4,1415154.12
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2011,66.928,4.3,65449.9969482422,4.89650869,,4.08900022506714,,,139354.25,384934.83,1008862.69
Tonga,TON,East Asia & Pacific,Upper middle income,2011,70.148,,109.999999403954,4.00464964,,1.78900003433228,3.5,36.34107512,2249.58,6110.11,19765.3
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2011,72.17,7.2,22260.0002288818,4.72197914,4.29602003097534,3.4300000667572,,,59140.82,50196.49,314475.4
Tunisia,TUN,Middle East & North Africa,Lower middle income,2011,75.206,3.2,26340.0001525879,6.43202877,7.55436992645264,18.3299999237061,,68.55261662,329072.39,330419.67,2047029.96
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2011,,,9.99999977648258,15.80998898,,,,6.408771122,452.02,685.39,3010.94
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2011,59.525,24.2,8189.9995803833,5.05598497,3.55829000473022,3.47000002861023,3.0,17.97844691,1361380.27,17588670.86,7262892.15
Uganda,UGA,Sub-Saharan Africa,Low income,2011,58.087,,3740.00000953674,6.69590998,2.29890990257263,3.51300001144409,2.5,,970478.21,14571706.19,4406339.42
Ukraine,UKR,Europe & Central Asia,Lower middle income,2011,70.80926829268293,2.5,283339.996337891,6.81617689,5.93770980834961,7.84999990463257,,54.19714552,2239060.68,1394747.14,16558788.61
Uruguay,URY,Latin America & Caribbean,High income,2011,76.882,2.5,7610.0001335144,7.94895601,4.35526990890503,6.30999994277954,,,136370.79,83963.24,825602.5
United States,USA,North America,High income,2011,78.64146341463415,2.5,5173600.09765625,16.1985054,,8.94999980926514,,98.18494766,9275729.97,4845739.01,82659770.15
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2011,69.91,2.5,128630.004882813,5.14376926,6.19585990905762,5.0,2.0,,1023657.31,2432981.62,6141571.02
Vietnam,VNM,East Asia & Pacific,Lower middle income,2011,74.904,9.8,155970.001220703,4.6128521,4.81372022628784,1.0,3.0,,3157833.63,4303663.95,16367289.36
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2011,69.272,6.9,129.999995231628,3.59819388,,1.81099998950958,3.0,,11241.17,27590.95,56563.87
Samoa,WSM,East Asia & Pacific,Lower middle income,2011,71.906,4.1,200.000002980232,5.4401269,6.6100001335144,5.67999982833862,4.0,48.13180091,6202.06,8637.94,39343.92
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2011,58.895,3.8,409260.009765625,8.74146175,5.28898000717163,24.6399993896484,,,3249388.73,18802995.44,9656368.15
Zambia,ZMB,Sub-Saharan Africa,Low income,2011,57.126,,3049.99995231628,3.46053243,3.79999995231628,10.5509996414185,2.5,,468173.45,6091832.77,2153563.55
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2011,52.896,,11409.9998474121,8.08173752,,5.36999988555908,1.5,28.34660816,535671.86,6198229.83,2047951.44
Afghanistan,AFG,South Asia,Low income,2012,62.054,21.1,8079.99992370605,7.89717579,3.3199999332428,11.3409996032715,2.0,,2715550.23,7036448.02,6640268.93
Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,57.236,15.1,23870.0008392334,2.39574957,3.08191084861755,7.34700012207031,2.5,,1245939.46,8866604.66,3590872.46
Albania,ALB,Europe & Central Asia,Upper middle income,2012,77.252,5.1,4360.0001335144,5.05526543,2.9300000667572,13.3800001144409,,45.15484031,80941.92,64252.13,578042.75
Andorra,AND,Europe & Central Asia,High income,2012,,,490.000009536743,6.12628031,,,,100.0000035,1884.14,771.98,16233.52
United Arab Emirates,ARE,Middle East & North Africa,High income,2012,76.711,7.9,175589.996337891,3.42520428,,2.18499994277954,,85.75870566,375908.59,117610.75,1205051.19
Argentina,ARG,Latin America & Caribbean,Upper middle income,2012,75.598,2.8,177960.006713867,9.82728195,5.34582996368408,7.21999979019165,,50.40496589,1443818.05,1471872.18,8820699.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2012,73.82,3.2,5719.99979019165,9.134552,2.77248001098633,17.2999992370605,3.5,56.92706363,87241.65,83418.32,784451.29
American Samoa,ASM,East Asia & Pacific,Upper middle income,2012,,,,,,,,,1488.16,1993.14,12089.46
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2012,76.087,,699.999988079071,5.47921419,,,,,2179.43,2500.19,17329.92
Australia,AUS,East Asia & Pacific,High income,2012,82.04634146341463,2.5,386970.001220703,8.67564774,4.86787986755371,5.21999979019165,,66.5241942,665745.89,206754.22,4660903.82
Austria,AUT,Europe & Central Asia,High income,2012,80.93658536585367,2.5,65110.0006103516,10.19915581,5.48040008544922,4.86999988555908,,99.6394239,222823.18,71933.91,2157893.31
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2012,71.506,2.5,30110.0006103516,2.96481562,2.06763005256653,5.19000005722046,,24.77528518,239277.56,662588.92,2216053.68
Burundi,BDI,Sub-Saharan Africa,Low income,2012,58.568,,370.000004768372,8.52668476,6.16786003112793,1.5900000333786,2.0,,477647.14,3962425.4,1424818.01
Belgium,BEL,Europe & Central Asia,High income,2012,80.38536585365854,2.5,95269.9966430664,10.50650597,,7.53999996185303,,81.77391689,387926.91,166922.52,2783281.6
Benin,BEN,Sub-Saharan Africa,Lower middle income,2012,59.842,7.6,4440.00005722046,3.41449857,3.56202006340027,2.47099995613098,3.5,,379641.63,4431124.17,1640358.13
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2012,58.374,12.2,2940.00005722046,4.60266972,3.60315990447998,3.91300010681152,3.5,,735556.78,9914060.44,3235972.27
Bangladesh,BGD,South Asia,Lower middle income,2012,70.606,15.3,57990.0016784668,2.74823475,2.17549991607666,4.11899995803833,2.5,30.533663,3592971.18,16307103.64,24339817.55
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2012,74.31463414634149,3.7,45020.0004577637,7.57609081,3.47637009620667,12.2700004577637,,56.76194021,279352.94,130210.12,2894311.31
Bahrain,BHR,Middle East & North Africa,High income,2012,76.342,,27170.0000762939,4.10642147,2.64530992507935,1.20000004768372,,82.73877185,28933.98,19066.12,188078.35
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2012,76.401,2.5,21959.9990844727,9.49001503,,28.0100002288818,3.0,29.36756438,115607.31,51192.19,988858.78
Belarus,BLR,Europe & Central Asia,Upper middle income,2012,71.96585365853657,2.5,59939.998626709,5.245327,4.95964002609253,6.05100011825562,,78.42808759,589536.13,181143.47,3230403.5
Belize,BLZ,Latin America & Caribbean,Upper middle income,2012,73.044,6.8,670.000016689301,5.46800852,,8.30599975585938,,,16515.11,18923.72,52399.97
Bermuda,BMU,North America,High income,2012,81.67780487804879,,,,,,,,1234.48,1190.87,14605.77
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2012,69.01,16.7,17420.0000762939,5.2539444,7.90000009536743,2.0699999332428,3.5,41.43604754,388682.16,1199665.22,1960091.85
Brazil,BRA,Latin America & Caribbean,Upper middle income,2012,74.209,3.0,454230.010986328,7.73637724,5.85510015487671,7.19000005722046,,41.15432283,9996262.81,10710305.65,42430117.33
Barbados,BRB,Latin America & Caribbean,High income,2012,78.547,4.4,2119.99988555908,7.77819967,5.26274013519287,11.5900001525879,,,6757.48,9468.91,70950.09
Bhutan,BTN,South Asia,Lower middle income,2012,69.263,,639.999985694885,3.61913657,,2.04999995231628,4.5,63.99818885,21146.84,85062.61,123402.57
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2012,63.511,20.3,3410.00008583069,6.14145994,,18.951000213623,,,118230.42,674783.69,368312.44
Central African Republic,CAF,Sub-Saharan Africa,Low income,2012,48.638,33.0,200.000002980232,3.94020414,1.98034727573395,5.5460000038147,2.5,16.41748307,368406.98,3538256.66,930466.58
Canada,CAN,North America,High income,2012,81.64878048780488,2.5,546210.021972656,10.50637913,,7.28999996185303,,81.636549,857974.4,413596.43,7543640.66
Switzerland,CHE,Europe & Central Asia,High income,2012,82.69756097560976,2.5,42520.0004577637,10.24875641,4.85834980010986,4.48000001907349,,99.62366575,215261.55,79646.41,1839644.57
Chile,CHL,Latin America & Caribbean,High income,2012,79.176,3.1,78410.0036621094,7.0209198,,6.65999984741211,,66.16412487,503015.03,300146.24,3296844.44
China,CHN,East Asia & Pacific,Upper middle income,2012,75.013,2.5,9541870.1171875,4.56584787,4.07742977142334,4.57000017166138,,41.85739972,38861111.88,25662831.22,297330095.4
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2012,54.271,10.0,8039.99996185303,4.42740583,3.4344699382782,7.21999979019165,2.5,,748659.4,10592375.49,3339845.49
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2012,56.073,5.2,6880.00011444092,4.0731349,2.60306000709534,3.82200002670288,2.5,,847966.27,10257029.46,3654241.25
Colombia,COL,Latin America & Caribbean,Upper middle income,2012,75.882,10.7,69699.9969482422,6.74599648,4.37038993835449,9.73999977111816,,17.1028812,2176554.62,1570657.61,7161912.66
Comoros,COM,Sub-Saharan Africa,Lower middle income,2012,62.595,,159.999996423721,5.17421341,2.74783992767334,7.41099977493286,2.5,,19781.55,160099.48,102471.25
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2012,79.074,5.0,7449.99980926514,7.78642225,6.58239984512329,9.77999973297119,,33.83103036,128123.97,92145.71,725058.26
Cuba,CUB,Latin America & Caribbean,Upper middle income,2012,78.446,2.5,28690.0005340576,9.29940987,,3.46000003814697,,37.64129587,322404.65,243429.23,2612485.71
Cyprus,CYP,Europe & Central Asia,High income,2012,79.812,2.5,7099.99990463257,6.55474567,,11.8000001907349,,76.63537909,25532.45,10669.63,235738.5
Germany,DEU,Europe & Central Asia,High income,2012,80.53902439024391,2.5,760130.004882813,10.85323715,4.95658016204834,5.38000011444092,,96.64418546,1844242.6,931912.11,23010048.9
Djibouti,DJI,Middle East & North Africa,Lower middle income,2012,61.395,19.8,500.0,3.299927,,26.7779998779297,2.5,31.39471353,33108.65,297986.16,148481.11
Dominica,DMA,Latin America & Caribbean,Upper middle income,2012,,5.4,250.0,5.79509926,,,4.0,,2294.02,3168.64,18601.73
Denmark,DNK,Europe & Central Asia,High income,2012,80.05121951219512,2.5,38220.0012207031,10.24135303,7.23782014846802,7.80000019073486,,89.06891755,114101.92,72074.12,1436730.83
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,72.523,9.8,21680.0003051758,5.88520575,2.49751996994019,6.71999979019165,,,437914.51,843512.14,1810507.27
Algeria,DZA,Middle East & North Africa,Lower middle income,2012,75.436,3.2,134929.992675781,6.00050974,,10.9700002670288,,19.44541349,1230346.36,1822766.32,6466706.55
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,75.495,8.8,37090.0001525879,6.7622118,4.64307022094727,3.23000001907349,,41.3104759,751515.27,747123.95,2618242.92
Eritrea,ERI,Sub-Saharan Africa,Low income,2012,63.238,,620.000004768372,3.78068161,,5.53000020980835,2.0,,264527.12,1768767.88,858230.98
Spain,ESP,Europe & Central Asia,High income,2012,82.4268292682927,2.5,269269.989013672,9.15699196,4.4693398475647,24.7900009155273,,94.90613154,917083.33,523150.17,10912937.74
Estonia,EST,Europe & Central Asia,High income,2012,76.3268292682927,2.5,16889.9993896484,5.79034519,4.71772003173828,10.0200004577637,,92.73001559,52793.3,19851.54,399489.03
Ethiopia,ETH,Sub-Saharan Africa,Low income,2012,63.281,19.4,8479.99954223633,4.53959608,5.56678009033203,2.28699994087219,3.0,5.005476723,2822539.39,28896006.08,11433835.45
Finland,FIN,Europe & Central Asia,High income,2012,80.6268292682927,2.5,49409.9998474121,9.5857954,7.14803981781006,7.69000005722046,,83.07227101,191037.89,39019.09,1395633.34
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,66.859,6.5,1029.99997138977,3.2655499,4.72265005111694,4.42000007629395,,,26436.51,54322.0,234364.94
France,FRA,Europe & Central Asia,High income,2012,81.96829268292684,2.5,338420.013427734,11.29740047,,9.39999961853027,,78.84078069,1938548.1,760694.86,14667303.24
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2012,62.924,12.8,5599.99990463257,2.42097521,3.01340007781982,20.488000869751,,,55994.03,344629.96,269178.15
United Kingdom,GBR,Europe & Central Asia,High income,2012,80.90487804878049,2.5,467779.998779297,9.91419888,,7.88000011444092,,97.97774099,1194374.99,989259.98,16183374.25
Georgia,GEO,Europe & Central Asia,Upper middle income,2012,72.097,7.8,7190.00005722046,8.04715919,1.90610003471375,19.6499996185303,3.5,39.41262002,149763.54,123804.5,1294070.7
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,61.72,6.4,14609.9996566772,4.03214407,7.91913986206055,5.91099977493286,4.0,9.586205656,767848.3,7806557.59,4227053.48
Guinea,GIN,Sub-Saharan Africa,Low income,2012,57.905,,2480.00001907349,3.50398302,1.83370995521545,4.81799983978271,2.0,,435784.0,5384691.48,1937105.34
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2012,55.645,,250.0,5.94403839,2.00106000900269,5.86999988555908,2.0,8.214834018,81631.67,675923.63,293668.01
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2012,56.288,,9819.99969482422,1.26357603,,8.61299991607666,,,29299.66,339359.0,135774.74
Greece,GRC,Europe & Central Asia,High income,2012,80.63414634146342,2.5,80089.9963378906,8.92377281,,24.4400005340576,,85.3791089,244149.73,116868.0,2974577.96
Grenada,GRD,Latin America & Caribbean,Upper middle income,2012,72.669,,409.999996423721,5.82235813,,,4.0,,3068.83,4028.51,23783.47
Greenland,GRL,Europe & Central Asia,High income,2012,70.55,,,,,,,88.61642673,3930.66,1356.62,15026.32
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2012,72.236,16.8,12149.9996185303,6.07307673,3.00524997711182,2.75999999046326,,,842754.53,1318676.37,2520554.45
Guam,GUM,East Asia & Pacific,High income,2012,78.408,,,,,12.1999998092651,,,4343.44,5956.8,32966.25
Guyana,GUY,Latin America & Caribbean,Upper middle income,2012,68.575,8.0,2000.0,3.7081871,2.24131989479065,12.335000038147,2.5,,49741.75,72925.31,185105.01
Honduras,HND,Latin America & Caribbean,Lower middle income,2012,73.814,13.4,9239.99977111816,8.65655136,,3.75,3.0,46.57726204,645658.46,470908.63,1452404.13
Croatia,HRV,Europe & Central Asia,High income,2012,76.92439024390244,2.5,17409.9998474121,7.78380489,,15.9300003051758,,78.10613114,164765.12,46630.16,1295921.42
Haiti,HTI,Latin America & Caribbean,Lower middle income,2012,61.26,44.7,2420.00007629395,5.56462383,,14.1000003814697,2.5,,768462.68,2576791.88,2505378.33
Hungary,HUN,Europe & Central Asia,High income,2012,75.06341463414634,2.5,43430.0003051758,7.43017483,4.14111995697021,11.0,,78.91964952,365265.67,122047.51,3308366.13
Indonesia,IDN,East Asia & Pacific,Lower middle income,2012,69.866,9.3,481510.009765625,2.91427088,3.40748000144959,4.46999979019165,,,5497924.19,20938460.11,50358807.37
India,IND,South Asia,Lower middle income,2012,67.545,14.9,1909439.94140625,3.32935309,3.8675000667572,5.41400003433228,3.5,29.48719818,55112092.7,195404051.7,238189861.2
Ireland,IRL,Europe & Central Asia,High income,2012,80.84634146341465,2.5,37130.0010681152,10.65266323,5.75268983840942,15.4499998092651,,73.62523247,95395.11,48069.41,969229.42
Iraq,IRQ,Middle East & North Africa,Upper middle income,2012,69.148,16.6,129000.0,2.69039416,,7.96000003814697,,39.22949542,2417376.67,2052392.57,5736364.41
Iceland,ISL,Europe & Central Asia,High income,2012,82.91707317073171,2.5,1860.00001430511,8.18118858,7.58223009109497,6.0,,67.00581901,6308.69,3168.51,61482.98
Israel,ISR,Middle East & North Africa,High income,2012,81.7048780487805,2.5,76059.9975585938,7.11508703,5.67253017425537,6.8600001335144,,88.91001016,145453.06,99669.31,1371985.47
Italy,ITA,Europe & Central Asia,High income,2012,82.23902439024391,2.5,376750.0,8.78352833,4.05601978302002,10.6499996185303,,95.71214036,1144821.37,582257.58,15849779.37
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2012,74.001,9.7,6960.00003814697,4.88511038,6.11246013641357,13.9300003051758,,,54766.46,115878.61,520099.44
Jordan,JOR,Middle East & North Africa,Upper middle income,2012,73.722,6.3,24120.0008392334,7.81799555,3.5,12.1999998092651,,80.23583486,152392.29,268844.84,1063737.72
Japan,JPN,East Asia & Pacific,High income,2012,83.09609756097561,2.5,1253609.98535156,10.67169189,3.64741992950439,4.3600001335144,,78.19580321,3441927.33,2028717.45,30590225.7
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2012,69.52,2.5,244600.006103516,3.03725958,3.9016900062561,5.28999996185303,,,1029917.3,723795.29,4497691.72
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,62.659,19.8,12149.9996185303,5.61369753,4.93121004104614,2.83100008964539,3.0,,1138229.44,12147734.03,5519886.52
Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,67.48,9.5,5670.00007629395,7.26115417,1.56089997291565,0.509999990463257,2.0,,520524.39,2070708.32,2793475.74
Kiribati,KIR,East Asia & Pacific,Lower middle income,2012,66.381,3.3,59.9999986588955,8.59842396,13.3843803405762,,3.5,23.6544549,4650.51,18040.54,33009.04
Kuwait,KWT,Middle East & North Africa,High income,2012,74.728,2.5,85309.9975585938,2.33311439,3.75,2.3199999332428,,100.0,64303.48,58836.97,427768.97
Lebanon,LBN,Middle East & North Africa,Lower middle income,2012,78.611,4.6,23469.9993133545,7.00111389,2.14808988571167,7.84800004959106,,13.64499118,106727.64,138241.62,1005150.52
Liberia,LBR,Sub-Saharan Africa,Low income,2012,60.663,36.2,949.999988079071,8.7670517,1.77711999416351,2.17000007629395,3.0,,114754.03,1507176.84,608333.76
Libya,LBY,Middle East & North Africa,Upper middle income,2012,71.901,,57630.0010681152,,,19.0300006866455,,22.43640095,247739.28,148180.26,1027020.87
Sri Lanka,LKA,South Asia,Lower middle income,2012,75.796,8.1,16850.0003814697,3.40384722,1.49617004394531,3.88000011444092,3.0,,714278.59,652911.4,4051204.26
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2012,47.416,14.8,620.000004768372,9.25281525,7.66605997085571,25.3689994812012,3.5,32.55780071,168314.52,1241929.83,432016.17
Lithuania,LTU,Europe & Central Asia,High income,2012,73.86341463414635,2.5,11930.0003051758,6.2759347,4.75802993774414,13.3599996566772,,86.84890821,186601.48,53153.65,1001779.67
Luxembourg,LUX,Europe & Central Asia,High income,2012,81.39268292682927,2.5,10689.9995803833,5.58377266,3.87815999984741,5.1399998664856,,93.69938139,12450.03,5433.91,116055.94
Latvia,LVA,Europe & Central Asia,High income,2012,73.77804878048781,2.5,7570.00017166138,5.38090277,6.58270978927612,15.0500001907349,,65.7907638,100899.99,40377.1,706135.84
Morocco,MAR,Middle East & North Africa,Lower middle income,2012,74.97,4.4,58080.0018310547,5.74942255,,8.98999977111816,,36.78012361,1270502.59,2165064.7,6705797.57
Monaco,MCO,Europe & Central Asia,High income,2012,,,,2.23475242,1.78004002571106,,,100.0,958.8,528.56,12012.47
